Class,Precision,Recall,mAP50,mAP50-95
person,0.842121813841148,0.4930817610062893,0.6049144448470359,0.33121552071826327
bicycle,0.7425195819900541,0.5145631067961165,0.6200724485306379,0.356017459597897
car,0.8296621053591745,0.6852294778002163,0.7747226234424149,0.5290039860893353
motorcycle,0.709413497076193,0.6666666666666666,0.7249637231325848,0.46954463588093
bus,0.647527818246539,0.4807692307692308,0.4900292152589522,0.38290986989529696
truck,0.7146629689008654,0.4039765127120043,0.4814481046235859,0.3023712722897224
