person,bicycle,car,motorcycle,bus,truck
0.5647221953127155,0.5643962934266784,0.6882236285707993,0.7436961965801537,0.4671526905119026,0.4826913924917765
0.5521099124445226,0.6364493742680088,0.7166124051074783,0.7765891107057239,0.5540834830249983,0.5003575410623248
0.5710363938307714,0.687427752996841,0.7467777405854091,0.7289518069720916,0.6630607338796708,0.49138704298616
0.5819976485819492,0.6589938580775636,0.7789630569691872,0.7899679083635835,0.6673238207166584,0.5385697514849246
0.6050970115769364,0.6652792727784962,0.787486299465175,0.7763947698765078,0.640712559451085,0.5457087766985511
0.6276768940000891,0.6904613964673436,0.7922581518077751,0.7919574522774464,0.6312360889664719,0.5591429140472315
0.6262243839392124,0.6830938306086517,0.8011967605286237,0.763004029323974,0.6045656397758152,0.5538834803428463
0.6344344040401606,0.6893807574764452,0.8091585686973715,0.7775649046597605,0.6271046810518917,0.5598677173632611
0.6320057554393012,0.6973135274898565,0.8091662072729595,0.7844398134108667,0.6147662085729004,0.5442519458027036
0.6288652548371778,0.6871443563020481,0.8114565133320484,0.7787273784916782,0.6029961939649389,0.5633166634170206
