person,bicycle,car,motorcycle,bus,truck
0.4467092298239212,0.3151292294385864,0.6731881445038685,0.5354796046130987,0.4654360845217412,0.2728561525661281
0.4865002211439593,0.3740707329170464,0.7111983232835576,0.6121638511824672,0.3044956727718486,0.3462723803436524
0.5095211742700005,0.4909079706784887,0.7003135081230623,0.5750891181958583,0.4023553451288843,0.3746006172532476
0.5066246136608494,0.4495177466775415,0.7004323206456933,0.6116675297803382,0.3993747737676466,0.388247595137295
0.5280593003934441,0.5421892053781977,0.7227124030946283,0.643456962523346,0.4481022992592528,0.4043513793345453
0.5293487745345666,0.5257851700546472,0.7317704387441701,0.6620821137826509,0.4278323957052001,0.4340448907541538
0.5373102302210426,0.513672974548936,0.7339962115637606,0.6565272025194746,0.4306346700980211,0.4141544365925257
0.5458177841142656,0.5187205899427735,0.7292714819013717,0.6566248183464707,0.4205730599727474,0.4105685596551981
0.5705616433956795,0.5307189683165952,0.7368901677128342,0.6852491719645563,0.4377272448795303,0.4157590678961593
0.56702945485104,0.5280400015293876,0.7446984732145285,0.6575682108182503,0.4319802237072091,0.4149892897932937
