person,bicycle,car,motorcycle,bus,truck
0.496306931102913,0.3936885191551201,0.6941833526442369,0.5274413177287582,0.4455845979437135,0.2603329488550649
0.4854817839729094,0.4527142460375001,0.7027359308650221,0.5585014048406364,0.2811346186379233,0.2951733565733084
0.5014586210765942,0.4378915866991987,0.7008685324976334,0.5675390799861137,0.3392312652217445,0.3324139156307669
0.5410133395661039,0.4755650089245279,0.7093751547677795,0.5738733688041926,0.3476190553285166,0.327207377814
0.5393526118741495,0.5023394567860981,0.7306389725434029,0.6731950441010895,0.4064044235804585,0.3821240185848192
0.5399690993803355,0.5161277717614738,0.7360143656422776,0.6932886604801122,0.3867264840433374,0.3938712401791721
0.542573826206644,0.4969433487390789,0.7511829921117008,0.6893653181385591,0.4175363173417434,0.4443588864514653
0.5401254356895068,0.5309165284098335,0.7580213432578522,0.6946522156023449,0.419982454531498,0.4505807906509024
0.550771263536911,0.553049975897127,0.755440670996233,0.7139091353969027,0.3736256130045955,0.4343716310027954
0.554992276926981,0.5308627350525111,0.7493005014516303,0.704508512663538,0.4194327202101319,0.457739337015289
