person,bicycle,car,motorcycle,bus,truck
0.4658023356321165,0.4967391991749929,0.7182298797706269,0.746692364440734,0.5340103421551587,0.5155510422028258
0.5813654762451053,0.5267268489740143,0.7718246602605918,0.7800233565949283,0.6358702836173029,0.5594839109465978
0.5971086855850232,0.6431525280044825,0.7819331300273036,0.7911104247533773,0.6489059026118781,0.5664374936338402
0.6060766534191611,0.6523742502745192,0.7992651800383986,0.806756178520702,0.637145309086572,0.6106564193652277
0.615566609860873,0.6513889681007555,0.8073098200779953,0.8290150911375845,0.5787487985239579,0.6047334344456682
0.6165621070718794,0.6959249051161107,0.8195449687161588,0.820232870823687,0.5774491902775406,0.6087917342287044
0.632834847116412,0.6883666476782715,0.8222278684360094,0.8162993875587524,0.5590843135913578,0.5995271320738275
0.6428966769847033,0.7057181902607295,0.8222744861752749,0.8025640407602068,0.5629567201448892,0.6045838351355964
0.6495745709430122,0.7085443646173293,0.832328609188933,0.8008391602528566,0.5402327586676537,0.606936117984519
0.6597658191581606,0.7252097064212831,0.8334402144342651,0.8106102875610158,0.575287744000802,0.6199326206563076
